,lat,lon,amenity,name,tags,address,Code,Place,is chain
2960,49.2907765,-123.1367384,restaurant,khaghan restaurant,"{'addr:housenumber': '851', 'addr:street': 'Denman Street', 'addr:city': 'Vancouver'}","851 Denman St, Vancouver, BC V6G 2L8, Canada",V6G,Vancouver (North West End / Stanley Park),False
2961,49.2888741,-123.13173,restaurant,sura korean,{'cuisine': 'korean'},"1518 Robson St, Vancouver, BC V6G 1C3, Canada",V6G,Vancouver (North West End / Stanley Park),False
2962,49.2899063,-123.1333084,restaurant,hongdae pocha korean,{'cuisine': 'korean'},"1660 Robson St, Vancouver, BC V6G 1C7, Canada",V6G,Vancouver (North West End / Stanley Park),False
2963,49.2772057,-123.1265215,fast_food,numero uno pizza,"{'addr:housenumber': '708', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}","1414 Davie St, Vancouver, BC V6G 1V4, Canada",V6G,Vancouver (North West End / Stanley Park),False
2964,49.2884539,-123.1398069,restaurant,legendary noodle house,"{'addr:housenumber': '1074', 'website': 'https://www.legendarynoodle.ca/', 'smoking': 'no', 'opening_hours': '12:00-21:00', 'cuisine': 'vietnamese', 'outdoor_seating': 'yes', 'addr:street': 'Denman Street'}","1076 Denman St, Vancouver, BC V6G 2M8, Canada",V6G,Vancouver (North West End / Stanley Park),False
2965,49.290792,-123.1362563,cafe,true confections,"{'addr:housenumber': '866', 'website': 'https://trueconfections.ca/', 'phone': '+1-604-682-1292', 'opening_hours': 'Mo-Su 12:00-00:00', 'name:en': 'True Confections', 'addr:street': 'Denman Street', 'addr:postcode': 'V6G 2L9'}","854 Denman St, Vancouver, BC V6G 2L8, Canada",V6G,Vancouver (North West End / Stanley Park),False
2966,49.2906033,-123.1333902,restaurant,marutama ra-men,"{'addr:housenumber': '780', 'name:en': 'Marutama Ra-men', 'addr:street': 'Bidwell Street', 'addr:postcode': 'V6G 2J6'}","780 Bidwell St, Vancouver, BC V6G 2J6, Canada",V6G,Vancouver (North West End / Stanley Park),False
2967,49.29019470000001,-123.1338172,restaurant,snowy village,{'name:en': 'Snowy Village'},"1696 Robson St, Vancouver, BC V6G 1C7, Canada",V6G,Vancouver (North West End / Stanley Park),False
2968,49.2901644,-123.1337321,restaurant,hokkaido ramen santouka,"{'cuisine': 'noodles', 'addr:housenumber': '1690', 'name:en': 'Hokkaido Ramen Santouka', 'addr:street': 'Robson Street', 'addr:postcode': 'V6G 1C7'}","1682 Robson St, Vancouver, BC V6G 1C7, Canada",V6G,Vancouver (North West End / Stanley Park),False
2969,49.29049570000001,-123.134221,restaurant,j&g fried chicken,"{'addr:province': 'BC', 'addr:housenumber': '1706', 'internet_access': 'wlan', 'phone': '+1-604-423-2870', 'addr:street': 'Robson Street', 'addr:postcode': 'V6G 1E2', 'addr:city': 'Vancouver'}","1706 Robson St, Vancouver, BC V6G 2J7, Canada",V6G,Vancouver (North West End / Stanley Park),False
2970,49.2882578,-123.1405916,cafe,delanys coffee,"{'addr:housenumber': '1105', 'name:en': 'Delanys Coffee', 'addr:street': 'Denman Street'}","1105 Denman St, Vancouver, BC V6G 2M7, Canada",V6G,Vancouver (North West End / Stanley Park),False
2972,49.28854370000001,-123.1401479,restaurant,akira,"{'addr:housenumber': '1069', 'name:en': 'Akira', 'addr:street': 'Denman Street', 'phone': '+1-604-806-6321'}","1069 Denman St, Vancouver, BC V6G 2M7, Canada",V6G,Vancouver (North West End / Stanley Park),False
2973,49.2889364,-123.1395296,cafe,cacao 70,{'name:en': 'Cacao 70'},"1047 Denman St, Vancouver, BC V6G 2M4, Canada",V6G,Vancouver (North West End / Stanley Park),False
2976,49.2885009,-123.1391648,cafe,3 quarters full cafe,"{'addr:province': 'BC', 'addr:housenumber': '1789', 'phone': '+1-778-865-5578', 'addr:country': 'CA', 'addr:street': 'Comox Street', 'addr:postcode': 'V6G 1P5', 'addr:city': 'Vancouver'}","1789 Comox St, Vancouver, BC V6G 1P5, Canada",V6G,Vancouver (North West End / Stanley Park),False
2977,49.290566,-123.1370567,restaurant,kingyo,"{'addr:housenumber': '871', 'website': 'http://www.kingyo-izakaya.ca', 'phone': '+1-604-608-1677', 'cocktails': 'yes', 'opening_hours': 'Mo-Th,Su 11:30-14:30,05:30-23:30; Fr,Sa 11:30-14:30,05:30-00:00', 'reservation': 'recommended', 'cuisine': 'japanese', 'addr:street': 'Denman Street'}","871 Denman St, Vancouver, BC V6G 2L9, Canada",V6G,Vancouver (North West End / Stanley Park),False
2978,49.291775200000004,-123.1383676,restaurant,adesso,"{'addr:housenumber': '1906', 'website': 'http://www.adessobistro.net', 'addr:street': 'Haro Street', 'phone': '+1-604-568-9975'}","1906 Haro St, Vancouver, BC V6G 1H7, Canada",V6G,Vancouver (North West End / Stanley Park),False
2980,49.2918102,-123.1351892,restaurant,tetsu sushi bar,"{'addr:housenumber': '775', 'addr:street': 'Denman Street'}","775 Denman St, Vancouver, BC V6G 2L6, Canada",V6G,Vancouver (North West End / Stanley Park),False
2981,49.2885782,-123.14264409999998,bar,sylvia's bar,{},"1154 Gilford St, Vancouver, BC V6G 2P6, Canada",V6G,Vancouver (North West End / Stanley Park),False
2982,49.2896711,-123.1384396,fast_food,yeh!,"{'addr:housenumber': '985', 'addr:street': 'Denman Street'}","975 Denman St, Vancouver, BC V6G 2M3, Canada",V6G,Vancouver (North West End / Stanley Park),False
2984,49.289715,-123.1383784,fast_food,peaked pies,"{'addr:province': 'BC', 'addr:housenumber': '975', 'addr:country': 'CA', 'addr:street': 'Denman Street', 'addr:postcode': 'V6G 2M3', 'addr:city': 'Vancouver'}","1805 ted northe Ln., Vancouver, BC V6G 2M3, Canada",V6G,Vancouver (North West End / Stanley Park),False
2987,49.2918566,-123.134615,restaurant,motomachi shokudo,"{'opening_hours': 'Mo-Tu 12:00-23:00; Th-Su 12:00-23:00', 'addr:housenumber': '740', 'addr:street': 'Denman Street'}","750 Denman St, Vancouver, BC V6G 2L5, Canada",V6G,Vancouver (North West End / Stanley Park),False
2988,49.2902748,-123.1317492,pub,red accordion,"{'addr:housenumber': '1616', 'website': 'https://www.theredaccordion.com/', 'addr:street': 'Alberni Street', 'phone': '+1-604-428-6464', 'email': 'info@theredaccordion.com'}","1614 Alberni St, Vancouver, BC V6G 1A6, Canada",V6G,Vancouver (North West End / Stanley Park),False
2989,49.28791870000001,-123.1404351,restaurant,zeitoon,"{'cuisine': 'persian', 'addr:housenumber': '1795', 'addr:street': 'Pendrell Street'}","1795 Pendrell St, Vancouver, BC V6G 1T2, Canada",V6G,Vancouver (North West End / Stanley Park),False
2990,49.2996655,-123.1338483,restaurant,stanley's bar and grill,{},"610 Pipeline Rd, Vancouver, BC V6G 3E2, Canada",V6G,Vancouver (North West End / Stanley Park),False
2991,49.287377,-123.1414211,fast_food,boaguette vietnamese bistro,"{'cuisine': 'vietnamese', 'addr:housenumber': '1184', 'addr:street': 'Denman Street'}","1180 Denman St, Vancouver, BC V6G 2M9, Canada",V6G,Vancouver (North West End / Stanley Park),False
2992,49.2890798,-123.1326293,restaurant,kosoo,"{'addr:housenumber': '832', 'website': 'http://www.kosoorestaurant.com', 'addr:street': 'Cardero Street', 'phone': '+1-604-563-5556'}","832 Cardero St, Vancouver, BC V6G 2G5, Canada",V6G,Vancouver (North West End / Stanley Park),False
2993,49.2913001,-123.13489579999998,restaurant,saku,"{'addr:housenumber': '1773', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}","1771 Robson St, Vancouver, BC V6G 1C9, Canada",V6G,Vancouver (North West End / Stanley Park),False
2994,49.288481,-123.139744,restaurant,gillaneh restaurant,"{'opening_hours': 'Mo-Th 11:30-22:30; Fr-Su 11:30-00:00', 'addr:housenumber': '1072', 'addr:street': 'Denman Street', 'addr:postcode': 'V6G 2M8', 'addr:city': 'Vancouver'}","1072 Denman St, Vancouver, BC V6G 2M8, Canada",V6G,Vancouver (North West End / Stanley Park),False
2995,49.2955764,-123.1507467,fast_food,second beach concession,{'drive_through': 'no'},"7495 Stanley Park Dr, Vancouver, BC V6G 3E2, Canada",V6G,Vancouver (North West End / Stanley Park),False
2996,49.3012245,-123.1570713,restaurant,the teahouse,"{'source': 'survey', 'start_date': '1978'}","7501 Stanley Park Dr, Vancouver, BC V6G 3E2, Canada",V6G,Vancouver (North West End / Stanley Park),False
2997,49.3010722,-123.1336126,cafe,railway cafe,{'source': 'survey'},"Stanley Park Loop, Vancouver, BC V6G 3E2, Canada",V6G,Vancouver (North West End / Stanley Park),False
2998,49.3027539,-123.1312455,cafe,lumberman's arch cafe,"{'cuisine': 'burger;ice_cream;fish_and_chips', 'source': 'survey'}","3301 Stanley Park Dr, Vancouver, BC V6G 3E2, Canada",V6G,Vancouver (North West End / Stanley Park),False
2999,49.28862270000001,-123.1400296,restaurant,shizen ya,"{'addr:housenumber': '1059', 'website': 'http://shizenya.ca/', 'phone': '+1-778-379-0159', 'opening_hours': 'Mo-Th,Su 11:30-21:00; Fr,Sa 11:30-22:00', 'cuisine': 'sushi;japanese', 'addr:street': 'Denman Street', 'addr:postcode': 'V6G 2M7', 'addr:city': 'Vancouver', 'capacity': '36'}","1059 Denman St, Vancouver, BC V6G 2M7, Canada",V6G,Vancouver (North West End / Stanley Park),False
3000,49.288583,-123.1400791,restaurant,p2p,"{'addr:housenumber': '1061', 'name:en': 'P2P', 'addr:street': 'Denman Street'}","1069 Denman St, Vancouver, BC V6G 2M7, Canada",V6G,Vancouver (North West End / Stanley Park),False
3002,49.28734620000001,-123.141531,bar,shamrock alley,"{'addr:housenumber': '1184', 'name:en': 'Shamrock Alley', 'addr:street': 'Denman Street'}","1180 Denman St, Vancouver, BC V6G 2M9, Canada",V6G,Vancouver (North West End / Stanley Park),False
3003,49.2878101,-123.1412192,restaurant,donair spot,"{'addr:housenumber': '1179', 'addr:street': 'Denman Street', 'takeaway': 'yes', 'addr:city': 'Vancouver'}","1179 Denman St, Vancouver, BC V6G 2N1, Canada",V6G,Vancouver (North West End / Stanley Park),False
3005,49.2870731,-123.1418005,pub,the three brits public house,{},"1778 Davie St, Vancouver, BC V6G 1W5, Canada",V6G,Vancouver (North West End / Stanley Park),False
3006,49.2872658,-123.1415278,bar,bayside lounge,{},"1795 Davie St, Vancouver, BC V6G 2M9, Canada",V6G,Vancouver (North West End / Stanley Park),False
3007,49.286421,-123.1402621,restaurant,red umbrella cafe,"{'addr:housenumber': '1707', 'website': 'http://redumbrellacafebc.com', 'phone': '+1-604-688-7818', 'smoking': 'no', 'opening_hours': 'Mo-Su 07:30-16:00', 'addr:street': 'Davie Street', 'addr:postcode': 'V6G 1W5', 'addr:city': 'Vancouver'}","1707 Davie St, Vancouver, BC V6G 1W5, Canada",V6G,Vancouver (North West End / Stanley Park),False
3008,49.2894547,-123.1319368,restaurant,jang mo jib korean restaurant,"{'addr:housenumber': '1575', 'phone': '+1-604-642-0712', 'opening_hours': 'Su-Th 10:00-02:00; Fr-Sa 10:00-05:00', 'name:en': 'Jang Mo Jib Korean Restaurant', 'addr:street': 'Robson Street', 'name:zh_pinyin': '外母屋'}","1575 Robson St, Vancouver, BC V6G 1C3, Canada",V6G,Vancouver (North West End / Stanley Park),False
3009,49.2877816,-123.14140159999998,restaurant,papi's seafood and oyster bar,"{'addr:housenumber': '1193', 'addr:street': 'Denman Street', 'internet_access': 'wlan', 'addr:city': 'Vancouver'}","1193 Denman St, Vancouver, BC V6G 2N1, Canada",V6G,Vancouver (North West End / Stanley Park),False
3012,49.2916032,-123.1284752,restaurant,6 degrees eatery,"{'addr:housenumber': '1390', 'addr:street': 'Coal Harbour Quay', 'addr:city': 'Vancouver'}","1590 Coal Harbour Quay, Vancouver, BC V6G 3G1, Canada",V6G,Vancouver (North West End / Stanley Park),False
3013,49.2888664,-123.13110159999998,cafe,papparoti,"{'opening_hours': 'Mo-Th 08:00-23:00; Sa 09:00-00:00; Fr 08:00-00:00; Su 09:00-23:00', 'addr:housenumber': '1505', 'website': 'https://www.papparoti.ca/', 'addr:street': 'Robson Street', 'phone': '+1-604-336-2867'}","787 Nicola St, Vancouver, BC V6G 1C3, Canada",V6G,Vancouver (North West End / Stanley Park),False
3014,49.2902415,-123.134444,restaurant,ramen takanotsume,"{'addr:province': 'BC', 'cuisine': 'noodle', 'addr:housenumber': '841', 'addr:street': 'Bidwell Street', 'addr:city': 'Vancouver'}","841 Bidwell St, Vancouver, BC V6G 2J7, Canada",V6G,Vancouver (North West End / Stanley Park),False
3015,49.2903487,-123.1342776,restaurant,momo sushi,"{'addr:province': 'BC', 'cuisine': 'sushi', 'addr:housenumber': '833', 'addr:street': 'Bidwell Street', 'addr:city': 'Vancouver'}","835 Bidwell St, Vancouver, BC V6G 2J8, Canada",V6G,Vancouver (North West End / Stanley Park),False
3016,49.2866311,-123.1340267,cafe,greenhorn espresso bar,"{'addr:housenumber': '994', 'website': 'http://www.greenhorncafe.com/', 'phone': '+1-604-428-2912', 'opening_hours': 'Mo-Fr 07:00-18:00; Sa,Su 08:00-17:00', 'addr:street': 'Nicola St', 'email': 'info@greenhorncafe.com'}","994 Nicola St, Vancouver, BC V6G 2C8, Canada",V6G,Vancouver (North West End / Stanley Park),False
3017,49.2877383,-123.1408632,cafe,mediterranean grill,{'cuisine': 'kebab'},"1152 Denman St, Vancouver, BC V6G 2M9, Canada",V6G,Vancouver (North West End / Stanley Park),False
3018,49.29026029999999,-123.13388059999998,restaurant,guu ​with garlic,"{'addr:housenumber': '1698', 'website': 'https://guu-izakaya.com/robson', 'phone': '+1-604-685-8678', 'opening_hours': 'Mo-Sa 17:30-00:30; Su 17:30-00:00', 'description': 'Also called ""Guu Robson"".', 'cuisine': 'japanese', 'outdoor_seating': 'yes', 'addr:street': 'Robson Street', 'email': 'robson@guu-izakaya.com'}","1696 Robson St, Vancouver, BC V6G 1C7, Canada",V6G,Vancouver (North West End / Stanley Park),False
3019,49.2887053,-123.130825,restaurant,the captain's boil,"{'addr:housenumber': '1487', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}","1487 Robson St, Vancouver, BC V6G 1C1, Canada",V6G,Vancouver (North West End / Stanley Park),False
3020,49.28863070000001,-123.1306655,restaurant,ramen koika,"{'addr:housenumber': '1479', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}","1479 Robson St, Vancouver, BC V6G 1C1, Canada",V6G,Vancouver (North West End / Stanley Park),False
3021,49.28842120000001,-123.13986,fast_food,nat's new york pizzeria,"{'cuisine': 'pizza', 'addr:housenumber': '1080', 'addr:street': 'Denman Street', 'phone': '+1-604-642-0777'}","1080 Denman St, Vancouver, BC V6G 2M8, Canada",V6G,Vancouver (North West End / Stanley Park),False
3022,49.2883664,-123.1399472,restaurant,kitaya,"{'cuisine': 'sushi', 'addr:housenumber': '1088', 'addr:street': 'Denman Street', 'phone': '+1-604-683-0218'}","1088 Denman St, Vancouver, BC V6G 2M8, Canada",V6G,Vancouver (North West End / Stanley Park),False
3023,49.2883139,-123.1400135,ice_cream,d'oro gelato & caffè,{},"1096 Denman St, Vancouver, BC V6G 2M8, Canada",V6G,Vancouver (North West End / Stanley Park),False
3024,49.2906703,-123.1339136,restaurant,nero belgian waffle bar,"{'addr:housenumber': '1703', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}","1703 Robson St, Vancouver, BC V6G 1C9, Canada",V6G,Vancouver (North West End / Stanley Park),False
3025,49.2907375,-123.1339997,cafe,comebuy bubble tea,"{'addr:housenumber': '1709', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}","1709 Robson St, Vancouver, BC V6G 1C9, Canada",V6G,Vancouver (North West End / Stanley Park),False
3027,49.2889974,-123.13942079999998,restaurant,centro,{},"1037 Denman St, Vancouver, BC V6G 2M4, Canada",V6G,Vancouver (North West End / Stanley Park),False
3028,49.2890942,-123.1322732,restaurant,tri's restaurant,"{'addr:province': 'BC', 'addr:housenumber': '1542', 'addr:street': 'Robson Street', 'addr:postcode': 'V6G 1C3', 'addr:city': 'Vancouver'}","828 Cardero St, Vancouver, BC V6G 2G5, Canada",V6G,Vancouver (North West End / Stanley Park),False
3029,49.2894158,-123.1281531,restaurant,tri family place,"{'addr:housenumber': '1415', 'addr:street': 'West Georgia Street', 'phone': '604-408-4040'}","1415 W Georgia St, Vancouver, BC V6G 3C8, Canada",V6G,Vancouver (North West End / Stanley Park),False
3030,49.2885653,-123.1392527,cafe,coffee bogo,{},"1789 Comox St, Vancouver, BC V6G 2M5, Canada",V6G,Vancouver (North West End / Stanley Park),False
3031,49.312583,-123.1426417,restaurant,prospect point cafe,"{'addr:housenumber': '5601', 'website': 'https://prospectpoint.com/', 'phone': '+1-604-669-2737', 'opening_hours': 'Mo-Su 11:00-17:00', 'cuisine': 'international', 'name:en': 'Prospect Point Bar & Grill', 'addr:street': 'Stanley Park Drive', 'source': 'local_knowledge', 'addr:postcode': 'V7R 4J1', 'email': 'info@prospectpoint.com'}","5601 Stanley Park Dr, Vancouver, BC V6G 3E2, Canada",V6G,Vancouver (North West End / Stanley Park),False
3032,49.289165,-123.1322203,restaurant,the holy crab,"{'cuisine': 'seafood', 'internet_access': 'wlan', 'internet_access:fee': 'no'}","1578 Robson St, Vancouver, BC V6G 2G5, Canada",V6G,Vancouver (North West End / Stanley Park),False
3033,49.291492,-123.1356594,cafe,the spot cafe,"{'addr:housenumber': '805', 'addr:street': 'Denman Street', 'internet_access': 'wlan', 'phone': '+1-604-602-9529'}","805 Denman St, Vancouver, BC V6G 2L7, Canada",V6G,Vancouver (North West End / Stanley Park),False
3034,49.2903172,-123.12894,cafe,take five café,"{'addr:province': 'BC', 'addr:housenumber': '683', 'addr:street': 'Nicola Street', 'addr:city': 'Vancouver'}","683 Nicola St, Vancouver, BC V6G 3J2, Canada",V6G,Vancouver (North West End / Stanley Park),False
3037,49.3128161,-123.1427548,ice_cream,Prospect Point Bar & Grill,{},"5601 Stanley Park Dr, Vancouver, BC V6G 3E2, Canada",V6G,Vancouver (North West End / Stanley Park),False
3038,49.303076,-123.1557257,fast_food,Third Beach Concession,{'source': 'local_knowledge'},"Stanley Park Seawall Path, Vancouver, BC V6G 3E2, Canada",V6G,Vancouver (North West End / Stanley Park),False
3040,49.0763979,-122.3935046,restaurant,brambles bistro,{},"29985 Downes Rd, Abbotsford, BC V4X 1Z8, Canada",V4X,Abbotsford West,False
3044,49.0613388,-122.3800095,restaurant,vi la palace,"{'opening_hours': 'Mo-Sa 11:00-21:00; Su off', 'cuisine': 'vietnamese', 'website': 'http://m.vilapalace.com', 'phone': '+1-604-625-5555', 'addr:unit': '107'}","3240 Mount Lehman Rd #108, Abbotsford, BC V4X 2M9, Canada",V4X,Abbotsford West,False
3045,49.0621643,-122.3806878,restaurant,rendezvous restaurant mt lehman,"{'opening_hours': 'Su,Tu-Th 11:00-21:00; Fr-Sa 11:00-22:00; Mo off', 'website': 'http://rendezvousmtlehman.com', 'phone': '+1-604-858-9011', 'addr:unit': '111'}","111-3280 Mount Lehman Rd, Abbotsford, BC V4X 2M9, Canada",V4X,Abbotsford West,False
3046,49.0616856,-122.3800125,restaurant,hana sushi japanese restaurant,"{'opening_hours:signed': 'no', 'cuisine': 'sushi', 'website': 'http://mobile.yp.ca/bus/British-Columbia/Abbotsford/Hana-Sushi-Japanese-Restaurant/2307659.html', 'addr:unit': '103'}","201-3240 Mount Lehman Rd, Abbotsford, BC V4X 2M9, Canada",V4X,Abbotsford West,False
3048,49.0489231,-122.3807319,fast_food,giddy up pizza -n- curry,"{'opening_hours': 'Mo-Th 11:00-21:30; Fr 11:00-22:00; Sa 16:00-22:00; Su,PH 16:00-21:30', 'cuisine': 'pizza;indian', 'website': 'http://GiddyUpPizza.ca', 'phone': '+1-604-776-3333', 'addr:unit': '3'}","2562 Mount Lehman Rd, Abbotsford, BC V4X 2N3, Canada",V4X,Abbotsford West,False
3049,49.1263924,-122.3836176,cafe,the apothecary,"{'shop:gift': 'yes', 'shop': 'farm'}","6834 Mount Lehman Rd, Abbotsford, BC V4X 2G5, Canada",V4X,Abbotsford West,False
3050,49.0610738,-122.37948090000002,fast_food,superbite pizza,"{'opening_hours': 'Mo-Su 10:30-24:00', 'cuisine': 'pizza', 'website': 'http://superbite.ca/', 'phone': '+1-604-625-0040', 'addr:unit': '120'}","30485 Cardinal Ave, Abbotsford, BC V4X 2M9, Canada",V4X,Abbotsford West,False
3052,49.0582753,-122.3790558,restaurant,ono's sushi,"{'cuisine': 'sushi', 'phone': '+1-604-381-3833', 'addr:unit': 'C180', 'layer': '2'}","3122 Mount Lehman Rd, Abbotsford, BC V4X 2M9, Canada",V4X,Abbotsford West,False
3054,49.0582246,-122.3808805,restaurant,the canadian brewhouse & grill,"{'website': 'https://thecanadianbrewhouse.com/', 'old_name': ""Ceili's Modern Irish Pub"", 'phone': '+1-604-625-5433', 'opening_hours': 'Mo-Fr 11:00-00:00; Sa-Su 10:00-00:00', 'addr:unit': 'E125', 'layer': '2'}","3122 Mount Lehman Rd, Abbotsford, BC V4X 2M9, Canada",V4X,Abbotsford West,False
3058,49.0586952,-122.3804395,fast_food,papa greek,"{'opening_hours:signed': 'no', 'cuisine': 'greek', 'addr:unit': 'D120', 'layer': '2'}","3122 Mount Lehman Rd, Abbotsford, BC V4X 2M9, Canada",V4X,Abbotsford West,False
3061,49.056171,-122.38061709999998,bar,bar one,"{'addr:housenumber': '3010', 'website': 'https://www.baronecanada.com/', 'addr:street': 'Mount Lehman Road', 'operator': 'Northland Properties'}","2950 Mount Lehman Rd, Abbotsford, BC V4X 1T3, Canada",V4X,Abbotsford West,False
3062,49.056369,-122.3832811,bar,old abbey ales,"{'addr:housenumber': '30321', 'website': 'https://www.oldabbeyales.com/', 'product': 'beer', 'shop': 'alcohol', 'phone': '+1-604-607-5104', 'opening_hours': 'Su-We 11:00-20:00; Th-Sa 11:00-22:00', 'craft': 'brewery', 'addr:street': 'Fraser Highway', 'addr:unit': '1A', 'email': 'info@oldabbeyales.com'}","30321 Fraser Hwy, Abbotsford, BC V4X 1T3, Canada",V4X,Abbotsford West,False
3063,49.04919570000001,-122.3807688,bar,loudmouth brewing,"{'addr:housenumber': '2582', 'website': 'http://loudmouthbrewingcompany.ca/', 'product': 'beer', 'shop': 'alcohol', 'phone': '+1-604-746-4909', 'opening_hours': 'We 15:00-18:00; Th 16:00-20:00; Fr 16:00-21:00; Sa 12:00-21:00; Su 12:00-20:00', 'craft': 'brewery', 'outdoor_seating': 'no', 'addr:street': 'Mount Lehman Road', 'addr:unit': '140', 'email': 'loudmouthbrewing@gmail.com'}","4 Mount Lehman Rd, Abbotsford, BC V4X 2N3, Canada",V4X,Abbotsford West,False
3065,49.0663981,-122.3802612,restaurant,brodeur's bistro,"{'addr:housenumber': '3550', 'website': 'http://www.bbistro.ca', 'phone': '+1-604-746-5900', 'level': '0', 'opening_hours': 'Su-We 11:00-22:00; Th 11:00-23:00; Fr-Sa 11:00-00:00', 'description': 'Montreal Smoked Meat Gourmet Sandwiches', 'cuisine': 'acadian;Cajun', 'addr:street': 'Mount Lehman Road', 'addr:postcode': 'V4X 2M9', 'addr:unit': '101', 'addr:city': 'Abbotsford'}","3550 Mount Lehman Rd, Abbotsford, BC V4X 2M9, Canada",V4X,Abbotsford West,False
3067,49.0581186,-122.3805304,restaurant,memphis blues bbq house,"{'opening_hours': 'Su-Th 11:00-22:00; Fr,Sa 11:00-23:00', 'cuisine': 'barbecue', 'website': 'https://www.memphisbluesbbq.com/', 'addr:unit': 'F100', 'layer': '2'}","3122 Mount Lehman Rd, Abbotsford, BC V4X 2M9, Canada",V4X,Abbotsford West,False
3069,49.2037589,-122.9046452,fast_food,eats at the pier,"{'cuisine': 'burger;ice_cream', 'website': 'newwestpcr.ca'}","1 6th St, New Westminster, BC V3M 6Z6, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3070,49.2077342,-122.9309659,pub,the thirsty duck,"{'addr:housenumber': '606', 'addr:street': '12th Street'}","604 12th St, New Westminster, BC V3M 4J2, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3071,49.2012847,-122.9125513,restaurant,hub restaurant new west,"{'cuisine': 'american', 'addr:housenumber': '800', 'addr:street': 'Carnarvon Street', 'addr:unit': '344'}","220-800 Carnarvon St, New Westminster, BC V3M 0G3, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3073,49.1848929,-122.9493423,restaurant,lucky sushi,"{'cuisine': 'sushi', 'addr:housenumber': '1102', 'addr:street': 'Ewen Avenue', 'addr:unit': '103', 'addr:city': 'New Westminster'}","101-1102 Ewen Ave, New Westminster, BC V3M 5E4, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3074,49.184369,-122.9507625,fast_food,queensboro pizza,"{'cuisine': 'pizza', 'takeaway': 'yes'}","1132 Ewen Ave, New Westminster, BC V3M 5E4, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3075,49.2112394,-122.9353594,restaurant,domino pizza,{'name:en': 'Domino Pizza'},"820 B 12th St, New Westminster, BC V3M 4K3, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3076,49.213342,-122.9375173,fast_food,quick bite,{'name:en': 'Quick Bite'},"941 12th St, New Westminster, BC V3M 4K7, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3078,49.20316879999999,-122.908271,bar,judge begbies,{'name:en': 'Judge Begbies'},"609 Columbia St, New Westminster, BC V3M 1A7, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3079,49.2017326,-122.9124591,bar,hops,"{'addr:housenumber': '48', 'name:en': 'Hops', 'addr:street': 'Eighth Street'}","48 8th St, New Westminster, BC V3M 3N8, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3085,49.1710599,-122.9466253,restaurant,twin bridges restaurant,"{'addr:housenumber': '1080', 'addr:street': 'Cliveden Avenue'}","1080 Cliveden Ave, Delta, BC V3M 6G6, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3087,49.1865335,-122.955912,restaurant,racebook,{'name:en': 'Racebook'},"350 Gifford St, New Westminster, BC V3M 7A3, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3088,49.1865802,-122.9557712,restaurant,match,{'name:en': 'Match'},"3811-3847 Boundary Rd, New Westminster, BC V3M 0A6, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3089,49.1866464,-122.9555872,restaurant,shang noodle house,{'name:en': 'Shang Noodle House'},"350 Gifford St, New Westminster, BC V3M 7A3, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3090,49.1867104,-122.95542079999998,restaurant,kirin,{'name:en': 'Kirin'},"350 Gifford St, New Westminster, BC V3M 7A3, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3091,49.1858217,-122.956558,restaurant,buffet,{'name:en': 'Buffet'},"350 Gifford St, New Westminster, BC V3M 7A3, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3092,49.1862792,-122.95653590000002,bar,red bar,{'name:en': 'Red Bar'},"3811-3847 Boundary Rd, New Westminster, BC V3M 0A6, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
3096,49.2023823,-122.9089811,bar,paramount gentlemen's club,"{'addr:housenumber': '652', 'website': 'http://www.paramountgirls.com/', 'phone': '+1-604-526-8675', 'smoking': 'no', 'opening_hours': 'Tu-Th 18:00-02:00; Fr-Sa 18:00-03:00; Su 20:00-02:00', 'addr:street': 'Columbia Street'}","652 Columbia St, New Westminster, BC V3M 1A9, Canada",V3M,New Westminster Southwest (Includes Annacis Island),False
