,lat,lon,timestamp,amenity,name,tags
14870,49.2847156,-123.1232107,2019-03-22T02:55:08.000-07:00,restaurant,coast restaurant,"{'addr:housenumber': '1054', 'website': 'https://www.glowbalgroup.com/coast/', 'internet_access': 'wlan', 'phone': '+1-604-685-5010', 'cuisine': 'seafood', 'addr:street': 'Alberni Street', 'addr:postcode': 'V6E 1A3'}"
14871,49.281485,-123.0562148,2014-03-16T00:39:14.000-07:00,restaurant,sushi nanaimo,"{'addr:housenumber': '350', 'addr:street': 'Nanaimo Street', 'addr:city': 'Vancouver'}"
14872,49.2788511,-123.1156891,2019-06-20T19:14:33.000-07:00,fast_food,mcdonald's,"{'brand:wikidata': 'Q38076', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '275', 'drive_through': 'no', 'smoking': 'no', 'opening_hours': '24/7', 'outdoor_seating': 'yes', 'addr:street': 'Robson Street', 'brand': ""McDonald's""}"
14891,49.1393972,-123.0130154,2020-05-13T05:30:42.000-07:00,cafe,tilbury shop,{'cuisine': 'sandwich;donair'}
14895,49.1122045,-123.0389345,2020-05-13T18:01:41.000-07:00,pub,barnside brewery co.,"{'addr:housenumber': '6655', 'microbrewery': 'yes', 'addr:street': '60 Avenue'}"
14898,49.2272788,-123.0001497,2019-07-15T03:19:59.000-07:00,fast_food,dairy queen,"{'brand:wikidata': 'Q1141226', 'level': '0', 'brand:wikipedia': 'en:Dairy Queen', 'cuisine': 'ice_cream;burger', 'takeaway': 'yes', 'brand': 'Dairy Queen'}"
14899,49.2273343,-123.0000498,2019-07-09T02:38:29.000-07:00,cafe,mr. pretzels,{'level': '0'}
14903,49.1902586,-122.8005694,2019-09-13T13:57:05.000-07:00,restaurant,mr. tonkatsu,"{'cuisine': 'japanese', 'addr:housenumber': '10320', 'addr:street': '152 Street', 'addr:city': 'Surrey'}"
14904,49.1774952,-122.8661941,2019-09-13T13:57:05.000-07:00,fast_food,camy's pizza,"{'cuisine': 'pizza', 'addr:housenumber': '12849', 'addr:street': '96 Avenue', 'addr:city': 'Surrey'}"
14905,49.1767465,-122.866574,2019-09-13T13:57:05.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '12842', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': '96 Avenue', 'takeaway': 'yes', 'brand': 'Subway', 'addr:unit': '2', 'addr:city': 'Surrey'}"
14906,49.1767588,-122.8668691,2019-09-13T13:57:05.000-07:00,fast_food,chicken world,"{'cuisine': 'chicken', 'addr:housenumber': '12842', 'addr:street': '96 Avenue', 'addr:city': 'Surrey'}"
14907,49.1764397,-122.8652651,2019-09-13T13:57:05.000-07:00,restaurant,mr pickwick's fish & chips,"{'addr:housenumber': '12884', 'addr:street': '96 Avenue', 'addr:city': 'Surrey'}"
14908,49.1777817,-122.8682788,2019-09-13T13:57:05.000-07:00,restaurant,lighthouse fresh & tasty,"{'addr:housenumber': '9631', 'addr:street': '128 Street', 'addr:city': 'Surrey'}"
14922,49.0375904,-122.3349289,2019-11-27T22:30:47.000-08:00,bar,signature sports bistro,{}
14923,49.2681736,-123.1472684,2020-02-25T19:13:21.000-08:00,restaurant,romer's,"{'addr:housenumber': '1873', 'addr:street': 'West 4th Avenue', 'source': 'BC Government Openmaps (bc_gvrd_west_xc100mm_2009)', 'addr:city': 'Vancouver'}"
14924,49.2681625,-123.1465091,2019-11-28T00:37:06.000-08:00,restaurant,bibo,"{'addr:street': 'West 4th Avenue', 'source': 'BC Government Openmaps (bc_gvrd_west_xc100mm_2009)', 'addr:city': 'Vancouver'}"
14925,49.2681608,-123.1464018,2019-11-28T00:37:06.000-08:00,restaurant,ramen danbo,"{'addr:housenumber': '1833', 'addr:street': 'West 4th Avenue', 'source': 'BC Government Openmaps (bc_gvrd_west_xc100mm_2009)', 'addr:city': 'Vancouver'}"
14926,49.2681702,-123.1469926,2019-11-28T00:37:06.000-08:00,fast_food,noodle box,"{'brand:wikidata': 'Q7049671', 'addr:housenumber': '1867', 'brand:wikipedia': 'en:Noodle Box', 'cuisine': 'noodle', 'addr:street': 'West 4th Avenue', 'source': 'BC Government Openmaps (bc_gvrd_west_xc100mm_2009)', 'takeaway': 'yes', 'brand': 'Noodle Box', 'addr:city': 'Vancouver'}"
14927,49.220423,-122.9733465,2019-11-28T08:07:46.000-08:00,cafe,coco fresh tea & juice,"{'addr:province': 'BC', 'addr:housenumber': '6231', 'addr:street': 'Kingsway', 'addr:city': 'Burnaby'}"
14928,49.2203613,-122.9730718,2019-11-28T08:07:46.000-08:00,cafe,xing fu tang,"{'addr:province': 'BC', 'addr:housenumber': '6271', 'addr:street': 'Kingsway', 'addr:city': 'Burnaby'}"
14929,49.2202923,-122.9727403,2019-11-28T08:07:46.000-08:00,cafe,tea18,"{'addr:province': 'BC', 'addr:housenumber': '6285', 'addr:street': 'Kingsway', 'addr:city': 'Burnaby'}"
14930,49.2631692,-123.1205957,2019-11-28T08:07:46.000-08:00,restaurant,pacific poke,"{'addr:province': 'BC', 'addr:housenumber': '730', 'addr:street': 'West Broadway', 'addr:city': 'Vancouver'}"
14931,49.3391722,-123.1039532,2019-11-28T08:23:14.000-08:00,restaurant,bufala,"{'addr:province': 'BC', 'addr:housenumber': '3280', 'addr:street': 'Edgemont Boulevard', 'addr:city': 'North Vancouver'}"
14932,49.2512037,-122.8925446,2019-11-28T08:53:16.000-08:00,fast_food,church's chicken,"{'brand:wikidata': 'Q1089932', 'addr:province': 'BC', 'addr:housenumber': '555', 'brand:wikipedia': ""en:Church's Chicken"", 'cuisine': 'chicken', 'addr:street': 'North Road', 'takeaway': 'yes', 'brand': ""Church's Chicken"", 'addr:unit': '5', 'addr:city': 'Coquitlam'}"
14933,49.2513964,-122.8925708,2019-11-28T08:53:16.000-08:00,cafe,bubble world,"{'addr:province': 'BC', 'addr:housenumber': '555', 'addr:street': 'North Road', 'addr:city': 'Coquitlam'}"
14934,49.2492777,-122.8921534,2019-11-28T08:53:16.000-08:00,cafe,coco fresh tea & juice,"{'addr:province': 'BC', 'addr:housenumber': '501', 'addr:street': 'North Road', 'addr:unit': 'E', 'addr:city': 'Coquitlam'}"
14937,49.2596905,-123.0438986,2019-09-13T13:56:58.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'addr:housenumber': '2905', 'phone': '+1-604-253-1069', 'brand:wikipedia': 'en:Starbucks', 'description': 'Store with Starbucks Reserve', 'cuisine': 'coffee_shop', 'addr:street': 'Hebb Avenue', 'addr:postcode': 'V5M 0C4', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}"
14938,49.2586029,-123.0307066,2019-06-09T12:50:15.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'brand:wikipedia': 'en:Starbucks'}"
14939,49.2584314,-123.0306853,2019-09-02T22:08:25.000-07:00,restaurant,boston pizza,"{'diet:vegetarian': 'yes', 'addr:housenumber': '1333', 'phone': '+1-604-730-2822', 'opening_hours': 'Su-Th 11:00-01:00, Fr-Sa 11:00-02:00', 'cuisine': 'american', 'addr:street': 'Grandview Highway', 'addr:postcode': 'V6H 4C1', 'addr:unit': '190'}"
14940,49.2813137,-123.048356,2015-05-23T11:53:24.000-07:00,restaurant,bao chau,{'cuisine': 'vietnamese'}
14953,49.2821466,-123.1185541,2019-08-29T17:51:24.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'ref': '3719', 'level': '-1', 'brand:wikipedia': 'en:Tim Hortons', 'description': 'The Tim Hortons is located underground between the Canada Line and the Vancouver Centre Mall.', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
14954,49.2753425,-123.1211166,2019-11-24T03:22:59.000-08:00,restaurant,bistro sakana,"{'addr:housenumber': '1120', 'addr:street': 'Mainland Street', 'addr:city': 'Vancouver'}"
14955,49.275246,-123.120775,2019-09-02T17:44:42.000-07:00,restaurant,minami yaletown,"{'addr:housenumber': '1118', 'phone': '+1-604-689-8313', 'cuisine': 'japanese', 'name:en': 'Minami', 'addr:street': 'Mainland Street', 'addr:city': 'Vancouver'}"
14956,49.2755974,-123.1203095,2019-11-14T19:20:32.000-08:00,restaurant,hula,"{'cuisine': 'poke', 'addr:housenumber': '1076', 'outdoor_seating': 'no', 'addr:street': 'Mainland Street', 'addr:city': 'Vancouver'}"
14957,49.2620492,-123.0332492,2018-02-10T16:17:32.000-08:00,restaurant,sushiholic,"{'delivery': 'Dinner, $30 min', 'addr:housenumber': '3311', 'website': 'http://www.sushiholic.ca/', 'phone': '+1-604-879-4881', 'cuisine': 'sushi', 'addr:street': 'East Broadway'}"
14958,49.1916142,-122.9475897,2017-12-14T06:56:16.000-08:00,fast_food,marble slab creamery,"{'cuisine': 'ice_cream', 'takeaway': 'yes'}"
14959,49.0582577,-122.8024115,2019-06-28T17:45:46.000-07:00,fast_food,wendy's,"{'brand:wikidata': 'Q550258', 'addr:housenumber': '3077', 'internet_access': 'wlan', 'brand:wikipedia': ""en:Wendy's"", 'drive_through': 'yes', 'cuisine': 'burger', 'addr:street': '152 Street', 'takeaway': 'yes', 'brand': ""Wendy's""}"
14960,49.058254,-122.8022881,2019-06-28T17:45:46.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '3077', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'drive_through': 'yes', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'addr:street': '152 Street', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
14961,49.2824872,-122.7985082,2014-05-26T19:11:22.000-07:00,restaurant,brown's,{}
14964,49.2415237,-123.0577701,2019-10-28T18:00:55.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '2312', 'brand:wikipedia': 'en:Subway (restaurant)', 'smoking': 'no', 'name:fr': 'Rbnb', 'cuisine': 'sandwich', 'addr:street': 'Kingsway', 'addr:postcode': 'V5R 5G9', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}"
14970,49.374243,-123.273188,2020-03-22T15:02:58.000-07:00,ice_cream,baskin-robbins,"{'brand:wikidata': 'Q584601', 'addr:housenumber': '6336', 'brand:wikipedia': 'en:Baskin-Robbins', 'cuisine': 'ice_cream', 'addr:street': 'Bay Street', 'brand': 'Baskin-Robbins'}"
14971,49.3741471,-123.2730851,2017-04-02T22:39:59.000-07:00,restaurant,bay moorings - horseshoe bay,"{'addr:housenumber': '6330', 'addr:street': 'Keith Road'}"
14973,49.2445292,-123.1257268,2019-08-29T17:49:06.000-07:00,cafe,second cup,"{'brand:wikidata': 'Q862180', 'level': '0', 'brand:wikipedia': 'en:Second Cup', 'smoking': 'no', 'opening_hours': '06:00-22:00', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Second Cup'}"
14974,49.2458407,-123.1269344,2017-09-26T18:43:23.000-07:00,cafe,bean around the world,"{'opening_hours': 'Mo-Fr 07:00-16:00', 'smoking': 'no'}"
14975,49.1840693,-123.1267852,2015-05-12T18:47:28.000-07:00,restaurant,pacific plaza food court,{}
14984,49.1475964,-122.8655122,2020-02-16T04:53:57.000-08:00,restaurant,afghan chopan restaurant,"{'addr:housenumber': '12888', 'website': 'http://www.afghanchopan.com', 'smoking': 'no', 'cuisine': 'afghan', 'outdoor_seating': 'no', 'addr:street': '80 Avenue', 'addr:unit': '104'}"
14986,49.2670676,-122.7774757,2020-02-16T06:25:43.000-08:00,fast_food,the kebob house,"{'addr:province': 'BC', 'addr:housenumber': '2865', 'drive_through': 'no', 'cuisine': 'kebab', 'addr:street': 'Shaughnessy Street', 'addr:postcode': 'V3C 3H1', 'addr:city': 'Port Coquitlam'}"
15000,49.2572552,-123.0895434,2018-02-10T16:17:32.000-08:00,restaurant,les faux bourgeois,"{'cuisine': 'french', 'addr:housenumber': '663', 'website': 'http://www.lesfauxbourgeois.com', 'addr:street': 'East 15th Avenue', 'phone': '+1-604-873-9733'}"
15004,49.2741294,-123.121871,2020-02-19T07:58:37.000-08:00,fast_food,jugo juice,"{'addr:province': 'BC', 'addr:housenumber': '202', 'website': 'https://jugojuice.com/', 'drive_through': 'no', 'opening_hours': 'Mo-Fr 07:30-21:00; Sa,Su 08:00-21:00', 'cuisine': 'smoothies', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}"
15005,49.2741,-123.1219573,2020-02-19T07:58:37.000-08:00,restaurant,salsa and agave mexican grill,"{'addr:housenumber': '1205', 'website': 'http://salsaandagave.com', 'payment:credit_cards': 'yes', 'phone': '+1-604-408-4228', 'opening_hours': 'Mo 11:00-15:00; Fr,Sa 11:00-21:30; Tu-Th,Su 11:00-21:00', 'cuisine': 'mexican', 'outdoor_seating': 'yes', 'addr:street': 'Pacific Boulevard', 'payment:debit_cards': 'yes', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
15006,49.2740362,-123.1222575,2020-02-19T07:58:37.000-08:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '1213', 'brand:wikipedia': 'en:Subway (restaurant)', 'drive_through': 'no', 'opening_hours': 'Mo-Th 07:00-01:00; Fr 07:00-02:00; Sa 08:00-02:00; Su 08:00-01:00', 'cuisine': 'sandwich', 'addr:street': 'Pacific Boulevard', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}"
15007,49.2740162,-123.122343,2020-02-19T07:58:37.000-08:00,fast_food,dq orange julius,"{'addr:housenumber': '1217', 'drive_through': 'no', 'opening_hours': 'Mo-Su 11:00-22:00', 'cuisine': 'burger', 'addr:street': 'Pacific Boulevard', 'addr:city': 'Vancouver'}"
15008,49.2505553,-123.0773106,2016-12-07T01:30:31.000-08:00,restaurant,po kong,"{'addr:housenumber': '1334', 'phone': '+1-604-876-3088', 'smoking': 'no', 'opening_hours': 'Mo-Su 10:30-21:30', 'cuisine': 'Buddhist vegetarian', 'addr:street': 'Kingsway', 'takeaway': 'yes'}"
15009,49.2805094,-122.9776577,2018-02-10T15:24:38.000-08:00,restaurant,sushi town,"{'addr:housenumber': '5935', 'phone': '+1-604-294-6155', 'opening_hours': 'Mo-Sa 11:30-22:00; Su 11:30-21:30', 'cuisine': 'japanese;sushi', 'addr:street': 'Hastings Street', 'addr:postcode': 'V5B 1R7'}"
15014,49.279869,-123.1068827,2019-03-26T04:33:23.000-07:00,fast_food,blazing sushi,"{'level': '1', 'cuisine': 'sushi'}"
15018,49.2808607,-122.9982346,2019-12-25T00:06:41.000-08:00,restaurant,lulu's kitchen,"{'addr:housenumber': '4660', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15019,49.2811723,-122.9955983,2019-09-13T13:57:05.000-07:00,restaurant,sushi bar kilala,"{'cuisine': 'sushi', 'addr:housenumber': '4749', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15020,49.2809713,-123.021901,2019-09-13T13:57:05.000-07:00,restaurant,green & oak malaysian restaurant,"{'addr:housenumber': '3760', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15021,49.2809655,-123.022524,2019-09-13T13:57:05.000-07:00,restaurant,baci ristorante,"{'cuisine': 'italian', 'addr:housenumber': '3728', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15022,49.2812554,-123.0273975,2019-09-13T13:57:05.000-07:00,restaurant,just waffles,"{'addr:housenumber': '3531', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}"
15023,49.2812281,-123.0189331,2019-09-13T13:57:05.000-07:00,restaurant,l'artista italian restaurant,"{'cuisine': 'italian', 'addr:housenumber': '3891', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15024,49.2812306,-123.0184319,2019-09-13T13:57:05.000-07:00,restaurant,la villetta ristorante,"{'cuisine': 'italian', 'addr:housenumber': '3901', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15025,49.2811922,-123.0146151,2020-03-02T22:43:39.000-08:00,restaurant,butchers block bbq,"{'addr:province': 'BC', 'addr:housenumber': '4091', 'addr:country': 'CA', 'addr:street': 'Hastings Street', 'addr:postcode': 'V5C 2J3', 'addr:city': 'Burnaby'}"
15026,49.2811925,-123.0149385,2019-09-13T13:57:05.000-07:00,restaurant,sfinaki greek taverna,"{'cuisine': 'greek', 'addr:housenumber': '4061', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15027,49.2812046,-123.0158466,2019-09-13T13:57:05.000-07:00,restaurant,thai's saigon bistro,"{'cuisine': 'vietnamese', 'addr:housenumber': '4015', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15028,49.2809353,-123.0159375,2019-09-13T13:57:05.000-07:00,restaurant,chad thai restaurant,"{'cuisine': 'thai', 'addr:housenumber': '4010', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15029,49.2808609,-123.0146051,2019-09-13T13:57:05.000-07:00,ice_cream,glenburn soda fountain & confectionery,"{'addr:housenumber': '4090', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15030,49.2809296,-123.0154316,2019-09-13T13:57:05.000-07:00,restaurant,sopra sotto,"{'cuisine': 'italian', 'addr:housenumber': '4022', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15032,49.2813643,-123.0125369,2019-09-13T13:57:05.000-07:00,fast_food,domino's pizza,"{'cuisine': 'pizza', 'addr:housenumber': '4161', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15033,49.2809026,-123.0116693,2019-09-13T13:57:05.000-07:00,restaurant,the gray olive cafeteria,"{'addr:housenumber': '4190', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15034,49.2809073,-123.0124327,2019-09-13T13:57:05.000-07:00,restaurant,thai cafe,"{'cuisine': 'thai', 'addr:housenumber': '4160', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15035,49.2809182,-123.0129462,2019-09-13T13:57:05.000-07:00,fast_food,freshslice pizza,"{'cuisine': 'pizza', 'addr:housenumber': '4140', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15037,49.2811762,-123.0106046,2019-09-13T13:57:05.000-07:00,restaurant,kamamarui ramen & don,"{'cuisine': 'noodle', 'addr:housenumber': '4219', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15038,49.2809102,-123.0091455,2019-09-13T13:57:05.000-07:00,restaurant,sushi uomo,"{'cuisine': 'sushi', 'addr:housenumber': '4280', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15040,49.2812059,-123.0063757,2019-09-13T13:57:05.000-07:00,cafe,caffè artigiano,"{'addr:housenumber': '4359', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}"
15045,49.2279689,-123.0908789,2019-09-13T13:57:05.000-07:00,restaurant,indochine kitchen + bar,"{'addr:housenumber': '6231', 'addr:street': 'Fraser Street', 'addr:city': 'Vancouver'}"
15047,49.2270126,-123.0909079,2019-09-13T13:57:05.000-07:00,restaurant,so hyang korean cuisine,"{'addr:housenumber': '6345', 'addr:street': 'Fraser Street', 'addr:city': 'Vancouver'}"
15051,49.251337,-123.1272962,2018-12-14T09:19:59.000-08:00,restaurant,sabra kosher bakery & restaurant,{}
15052,49.2314863,-123.1191276,2019-09-13T13:57:05.000-07:00,restaurant,peninsula seafood restaurant,"{'addr:housenumber': '650', 'addr:street': 'West 41st Avenue', 'addr:unit': '140', 'addr:city': 'Vancouver'}"
15055,49.2257511,-123.1011754,2019-09-13T13:57:05.000-07:00,restaurant,main kabab hut,"{'addr:housenumber': '215', 'addr:street': 'East 49th Avenue', 'addr:city': 'Vancouver'}"
15057,49.269374,-123.1040814,2019-09-13T13:57:04.000-07:00,restaurant,hon's wonton house,"{'addr:housenumber': '25', 'addr:street': 'East 2nd Avenue', 'addr:city': 'Vancouver'}"
15058,49.2700634,-123.103495,2019-09-13T13:57:04.000-07:00,cafe,boba essence,"{'addr:housenumber': '68', 'addr:street': 'East 1st Avenue', 'addr:city': 'Vancouver'}"
15059,49.2703779,-123.1009077,2019-09-13T13:57:04.000-07:00,cafe,railtown café,"{'addr:housenumber': '1691', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
15060,49.2791744,-123.0973495,2019-09-13T13:57:04.000-07:00,restaurant,kokomo,"{'addr:housenumber': '611', 'addr:street': 'Gore Avenue', 'addr:city': 'Vancouver'}"
15061,49.2795719,-123.0994951,2019-09-13T13:57:04.000-07:00,restaurant,rhinofish noodle bar,"{'addr:housenumber': '550', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
15062,49.2804624,-123.0986151,2019-09-13T13:57:04.000-07:00,ice_cream,umaluna dairy-free gelato,"{'addr:housenumber': '235', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}"
15063,49.2802559,-123.0988317,2019-09-13T13:57:04.000-07:00,cafe,aubade coffee,"{'addr:housenumber': '230', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}"
15064,49.2804447,-123.0976766,2019-12-01T03:08:36.000-08:00,bar,la boqueria,"{'addr:housenumber': '291', 'website': 'https://www.boqueria.ca/', 'internet_access': 'wlan', 'phone': '+1-604-423-4300', 'addr:street': 'East Pender Street', 'addr:postcode': 'V6A 1T8', 'email': 'info@boqueria.ca', 'addr:city': 'Vancouver'}"
15065,49.2804603,-123.0981436,2019-09-13T13:57:04.000-07:00,restaurant,kissa tanto,"{'addr:housenumber': '263', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}"
15066,49.2818502,-123.1041702,2019-09-13T13:57:04.000-07:00,restaurant,pidgin,"{'addr:housenumber': '350', 'addr:street': 'Carrall Street', 'addr:city': 'Vancouver'}"
15067,49.2826468,-123.1045297,2019-09-13T13:57:04.000-07:00,restaurant,bauhaus,"{'addr:housenumber': '1', 'addr:street': 'West Cordova Street', 'addr:city': 'Vancouver'}"
15069,49.2266075,-122.9933838,2019-09-13T13:57:04.000-07:00,cafe,onezo tapioca,"{'addr:housenumber': '4929', 'addr:street': 'Kingsway', 'addr:city': 'Burnaby'}"
15076,49.3285067,-123.161746,2019-12-28T18:04:08.000-08:00,fast_food,dairy queen,"{'brand:wikidata': 'Q1141226', 'addr:housenumber': '1760', 'brand:wikipedia': 'en:Dairy Queen', 'cuisine': 'ice_cream;burger', 'addr:street': 'Marine Drive', 'takeaway': 'yes', 'brand': 'Dairy Queen', 'addr:unit': '101', 'addr:city': 'West Vancouver'}"
15078,49.3287497,-123.1611557,2019-09-13T13:57:04.000-07:00,restaurant,daikichi sushi,"{'addr:housenumber': '1739', 'addr:street': 'Marine Drive', 'addr:city': 'West Vancouver'}"
15079,49.3287478,-123.1612764,2019-09-13T13:57:04.000-07:00,restaurant,amici restaurant,"{'addr:housenumber': '1747', 'addr:street': 'Marine Drive', 'addr:city': 'West Vancouver'}"
15080,49.328498,-123.1633547,2019-09-13T13:57:04.000-07:00,restaurant,cindy's,"{'addr:housenumber': '1850', 'addr:street': 'Marine Drive', 'addr:city': 'West Vancouver'}"
15081,49.328484,-123.1608655,2019-12-28T18:04:08.000-08:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '1718', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Marine Drive', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:unit': 'B', 'addr:city': 'West Vancouver'}"
15082,49.3285008,-123.1610892,2019-09-13T13:57:04.000-07:00,restaurant,swad indian kitchen,"{'addr:housenumber': '1734', 'addr:street': 'Marine Drive', 'addr:city': 'West Vancouver'}"
15083,49.328499,-123.1612718,2019-09-13T13:57:04.000-07:00,restaurant,rose persian cuisine,"{'addr:housenumber': '1746', 'addr:street': 'Marine Drive', 'addr:city': 'West Vancouver'}"
15084,49.3281822,-123.1617971,2019-09-13T13:57:04.000-07:00,fast_food,panago pizza,"{'addr:housenumber': '1760', 'addr:street': 'Marine Drive', 'addr:unit': '111', 'addr:city': 'West Vancouver'}"
15085,49.3276793,-123.1583599,2019-09-13T13:57:04.000-07:00,restaurant,handi indian restaurant,"{'addr:housenumber': '1579', 'addr:street': 'Bellevue Avenue', 'addr:city': 'West Vancouver'}"
15089,49.3283331,-123.1581623,2019-09-13T13:57:04.000-07:00,restaurant,chef hung taiwanese noodle,"{'addr:housenumber': '1560', 'addr:street': 'Marine Drive', 'addr:city': 'West Vancouver'}"
15090,49.3284102,-123.1584495,2019-09-13T13:57:04.000-07:00,restaurant,bene sushi,"{'addr:housenumber': '1574', 'addr:street': 'Marine Drive', 'addr:city': 'West Vancouver'}"
15091,49.3284675,-123.156655,2019-09-13T13:57:04.000-07:00,fast_food,subway,"{'addr:housenumber': '1499A', 'addr:street': 'Marine Drive', 'addr:city': 'West Vancouver'}"
15092,49.3288463,-123.1556108,2019-09-13T13:57:04.000-07:00,cafe,bubble tree cafe,"{'addr:housenumber': '1443', 'addr:street': 'Clyde Avenue', 'addr:city': 'West Vancouver'}"
15093,49.3288683,-123.1562631,2019-09-13T13:57:04.000-07:00,restaurant,shanghai village,"{'addr:housenumber': '1479', 'addr:street': 'Clyde Avenue', 'addr:city': 'West Vancouver'}"
15094,49.3277186,-123.1541273,2019-09-13T13:57:04.000-07:00,restaurant,heirloom,"{'addr:housenumber': '1390', 'addr:street': 'Marine Drive', 'addr:city': 'West Vancouver'}"
15096,49.3281899,-123.1551562,2019-09-13T13:57:04.000-07:00,restaurant,lao chi chinese cuisine,"{'addr:housenumber': '1425', 'addr:street': 'Marine Drive', 'addr:unit': '130', 'addr:city': 'West Vancouver'}"
15097,49.3273747,-123.1542843,2019-09-13T13:57:04.000-07:00,restaurant,earls,"{'addr:housenumber': '1375', 'addr:street': 'Bellevue Avenue', 'addr:city': 'West Vancouver'}"
15098,49.3274811,-123.1566228,2019-09-13T13:57:04.000-07:00,cafe,cafe crema,"{'addr:housenumber': '1495', 'addr:street': 'Bellevue Avenue', 'addr:city': 'West Vancouver'}"
15099,49.3283827,-123.1562592,2019-09-13T13:57:04.000-07:00,restaurant,ginger & soy chinese cuisine,"{'addr:housenumber': '1487', 'addr:street': 'Marine Drive', 'addr:city': 'West Vancouver'}"
15117,49.1890794,-122.8474254,2019-11-20T05:11:12.000-08:00,fast_food,freshslice pizza,"{'brand:wikidata': 'Q5503082', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Freshslice Pizza', 'brand:wikipedia': 'en:Freshslice Pizza'}"
15118,49.1890081,-122.8474254,2019-11-20T05:11:12.000-08:00,cafe,central cafe,{}
15125,49.1445089,-123.0035868,2019-11-20T12:23:08.000-08:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}"
15126,49.1330626,-123.0233446,2019-11-20T12:19:06.000-08:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}"
15136,49.2571562,-123.1217915,2014-12-22T23:59:17.000-08:00,cafe,willow cafe & bakery,"{'cuisine': 'coffee_shop', 'addr:housenumber': '797', 'addr:street': 'W 16th Avenue', 'addr:city': 'Vancouver'}"
